order_id,product_id,quantity,unit_price,cost
1496,92,3,446,312
1497,11,1,489,342
1497,98,1,51,35
1497,4,2,500,350
1497,11,3,349,244
1498,42,2,255,178
1498,99,3,226,158
1498,66,3,306,214
1498,16,1,300,210
1498,17,1,217,151
1499,16,3,286,200
1499,10,3,84,58
1499,39,1,336,235
1499,66,1,115,80
1500,50,1,354,247
1500,98,1,387,270
1501,48,2,121,84
1501,93,2,224,156
1501,98,2,102,71
1501,41,1,284,198
1502,55,3,159,111
1503,44,2,162,113
1504,72,3,326,228
1504,47,2,110,77
1504,19,2,441,308
1504,66,1,166,116
1504,43,2,323,226
1505,36,1,157,109
1506,66,3,227,158
1506,24,2,274,191
1506,6,3,447,312
1507,84,2,187,130
1508,62,1,314,219
1509,94,2,266,186
1509,91,3,364,254
1509,58,3,404,282
1509,14,3,227,158
1509,75,1,94,65
1510,34,1,434,303
1510,96,2,58,40
1510,6,1,116,81
1510,9,2,110,77
1511,42,2,408,285
1511,62,2,363,254
1512,46,1,114,79
1512,9,3,406,284
1513,40,3,63,44
1513,78,1,133,93
1514,74,1,483,338
1514,64,3,199,139
1515,45,3,301,210
1515,75,1,186,130
1515,36,1,340,237
1516,61,3,206,144
1517,4,3,435,304
1517,40,1,354,247
1517,91,1,268,187
1517,100,2,195,136
1518,54,1,229,160
1518,51,1,303,212
1518,72,2,285,199
1518,92,1,115,80
1518,89,1,457,319
1519,9,2,457,319
1519,62,1,302,211
1519,75,3,421,294
1520,44,2,138,96
1520,41,3,179,125
1520,93,3,145,101
1520,81,1,249,174
1520,82,3,445,311
1521,27,1,444,310
1522,42,1,91,63
1522,33,1,373,261
1522,41,1,76,53
1522,76,1,200,140
1523,94,2,482,337
1523,11,3,420,294
1523,16,3,105,73
1524,49,1,234,163
1525,49,1,317,221
1525,41,1,248,173
1525,26,3,262,183
1526,21,1,139,97
1526,94,3,165,115
1526,54,2,494,345
1526,77,3,411,287
1527,96,1,52,36
1527,16,1,442,309
1527,14,2,212,148
1528,98,1,446,312
1529,27,3,390,273
1530,50,2,235,164
1530,16,1,62,43
1530,6,2,408,285
1531,39,2,469,328
1531,57,3,97,67
1531,86,1,454,317
1531,13,1,176,123
1532,16,1,288,201
1532,76,2,341,238
1532,37,2,387,270
1532,56,1,65,45
1532,18,3,420,294
1533,55,3,252,176
1534,14,1,474,331
1535,12,3,92,64
1536,41,2,358,250
1536,39,1,430,301
1536,46,3,223,156
1537,34,1,221,154
1537,5,1,215,150
1537,12,3,190,133
1537,69,2,169,118
1537,44,3,495,346
1538,77,2,443,310
1538,33,2,210,147
1539,14,2,264,184
1539,10,2,283,198
1539,10,1,251,175
1540,8,1,118,82
1540,44,3,298,208
1540,13,1,53,37
1540,24,2,293,205
1541,18,1,196,137
1541,83,3,328,229
1542,29,2,486,340
1543,42,1,172,120
1543,93,3,317,221
1544,63,2,265,185
1545,40,2,90,62
1545,38,3,485,339
1545,59,3,283,198
1545,53,2,400,280
1546,51,1,302,211
1546,37,2,53,37
1546,4,1,412,288
1546,14,2,500,350
1547,23,1,496,347
1547,22,3,68,47
1547,25,2,335,234
1548,13,2,332,232
1549,70,1,472,330
1549,64,1,315,220
1549,30,1,234,163
1549,64,1,183,128
1549,28,3,146,102
1550,30,1,211,147
1550,16,2,452,316
1550,49,2,217,151
1551,6,3,316,221
1552,95,3,400,280
1553,39,2,447,312
1553,35,1,386,270
1553,82,3,462,323
1554,98,2,493,345
1554,73,2,211,147
1554,9,3,324,226
1555,98,2,277,193
1555,72,2,344,240
1555,55,2,413,289
1556,85,2,211,147
1557,33,2,337,235
1557,26,2,206,144
1557,74,3,392,274
1557,65,1,112,78
1558,46,1,280,196
1559,34,2,433,303
1559,100,2,346,242
1559,30,3,189,132
1559,80,2,232,162
1559,69,1,329,230
1560,91,3,92,64
1561,52,2,250,175
1561,75,2,382,267
1561,54,2,94,65
1561,46,2,174,121
1561,16,3,102,71
1562,31,2,492,344
1563,28,2,429,300
1563,98,1,454,317
1563,94,3,313,219
1563,3,1,314,219
1564,48,3,379,265
1565,55,2,132,92
1565,30,3,176,123
1565,41,1,59,41
1566,22,3,126,88
1566,1,3,396,277
1566,78,2,437,305
1566,45,2,83,58
1567,82,3,383,268
1568,63,1,339,237
1568,39,3,373,261
1568,67,1,324,226
1568,14,3,334,233
1568,14,3,158,110
1569,40,2,352,246
1569,98,1,228,159
1569,46,1,384,268
1569,84,2,185,129
1569,8,2,340,237
1570,2,2,217,151
1570,36,3,439,307
1570,28,1,467,326
1570,43,3,90,62
1570,58,1,84,58
1571,66,3,296,207
1572,67,3,142,99
1572,94,1,397,277
1572,100,2,373,261
1572,51,2,442,309
1572,70,3,397,277
1573,87,3,356,249
1573,96,2,264,184
1573,17,1,262,183
1574,34,2,325,227
1574,22,3,188,131
1574,4,1,310,217
1575,42,1,496,347
1575,79,3,284,198
1575,58,2,405,283
1575,68,2,126,88
1576,45,2,386,270
1576,66,3,167,116
1576,60,1,216,151
1576,89,3,100,70
1576,86,1,165,115
1577,52,3,137,95
1578,86,2,309,216
1579,62,1,263,184
1579,19,1,147,102
1579,52,2,73,51
1579,13,1,468,327
1580,30,2,106,74
1580,68,1,370,259
1580,30,2,108,75
1580,5,2,204,142
1580,25,1,398,278
1581,3,3,239,167
1581,72,1,219,153
1581,81,2,425,297
1582,23,2,156,109
1582,29,3,460,322
1582,20,3,293,205
1583,3,1,98,68
1583,13,2,75,52
1584,42,1,70,49
1584,8,2,258,180
1584,16,1,344,240
1585,57,2,374,261
1585,59,3,106,74
1585,50,2,132,92
1585,47,1,155,108
1585,37,3,261,182
1586,69,1,87,60
1586,96,2,50,35
1586,92,2,486,340
1586,73,2,74,51
1586,51,2,369,258
1587,45,3,57,39
1587,28,3,130,91
1588,71,1,199,139
1588,49,2,124,86
1588,59,2,227,158
1588,90,2,328,229
1589,98,2,480,336
1589,63,3,336,235
1590,55,3,397,277
1590,32,2,374,261
1590,86,2,340,237
1590,83,3,289,202
1591,60,2,416,291
1591,11,1,322,225
1591,94,1,443,310
1592,51,1,271,189
1592,8,1,315,220
1593,75,1,470,329
1593,49,3,254,177
1594,40,1,448,313
1594,33,3,178,124
1594,12,3,402,281
1595,36,1,170,118
1595,9,1,425,297
1595,44,1,52,36
1595,64,3,158,110
1595,69,1,375,262
1596,19,3,100,70
1596,54,3,234,163
1596,21,1,428,299
1597,56,3,161,112
1597,6,3,420,294
1597,34,1,481,336
1598,51,2,121,84
1598,6,3,355,248
1599,57,3,53,37
1600,3,1,308,215
1600,68,2,227,158
1600,59,3,400,280
1600,45,1,344,240
1600,53,1,424,296
1601,42,2,261,182
1601,87,2,246,172
1601,17,2,357,249
1601,67,3,154,107
1602,61,2,454,317
1603,88,1,196,137
1603,49,2,474,331
1604,45,2,153,107
1604,27,3,63,44
1604,19,2,263,184
1604,27,3,156,109
1605,43,2,475,332
1605,87,3,465,325
1605,21,3,325,227
1606,10,3,407,284
1606,22,2,295,206
1606,92,3,284,198
1606,91,3,457,319
1607,48,1,244,170
1608,80,1,454,317
1608,75,2,262,183
1608,76,1,80,56
1609,92,1,154,107
1609,94,1,259,181
1609,20,3,395,276
1609,6,3,397,277
1609,30,1,61,42
1610,93,1,95,66
1610,2,1,306,214
1610,82,1,404,282
1610,97,3,362,253
1610,81,3,266,186
1611,33,3,65,45
1612,93,1,128,89
1612,32,3,354,247
1612,99,1,286,200
1612,57,2,334,233
1612,82,1,458,320
1613,1,3,315,220
1613,76,2,68,47
1614,4,2,288,201
1615,47,2,133,93
1615,38,2,67,46
1615,42,3,435,304
1616,10,2,433,303
1616,46,1,152,106
1616,18,3,284,198
1617,59,3,257,179
1618,94,2,413,289
1618,81,2,141,98
1619,72,1,232,162
1619,7,3,74,51
1620,29,2,288,201
1621,84,1,291,203
1621,96,3,166,116
1621,33,3,450,315
1621,32,2,409,286
1621,89,1,370,259
1622,3,3,371,259
1623,54,1,367,256
1623,82,3,385,269
1623,19,2,292,204
1623,96,2,295,206
1624,97,1,79,55
1625,4,3,485,339
1625,81,2,403,282
1625,49,3,82,57
1625,33,1,346,242
1625,92,3,181,126
1626,70,1,439,307
1626,64,2,177,123
1626,11,1,132,92
1626,58,2,67,46
1627,74,1,319,223
1627,82,1,99,69
1627,4,3,258,180
1628,64,3,120,84
1629,37,3,464,324
1629,44,1,246,172
1629,74,1,141,98
1630,26,1,484,338
1630,47,1,208,145
1630,84,3,168,117
1631,81,2,100,70
1631,41,3,80,56
1631,80,1,278,194
1632,34,1,494,345
1632,32,3,84,58
1633,4,3,371,259
1633,16,3,69,48
1633,34,2,115,80
1633,25,3,406,284
1633,63,2,191,133
1634,71,2,374,261
1634,65,1,245,171
1635,83,3,260,182
1635,6,2,260,182
1635,91,3,321,224
1635,5,2,466,326
1635,5,1,492,344
1636,14,3,125,87
1636,36,1,180,125
1636,56,2,377,263
1637,14,3,158,110
1638,69,3,419,293
1638,74,1,249,174
1638,60,1,320,224
1638,58,2,282,197
1638,58,2,316,221
1639,95,1,374,261
1639,40,1,262,183
1639,35,2,392,274
1639,4,1,433,303
1639,20,3,185,129
1640,70,1,119,83
1640,58,3,306,214
1640,61,1,53,37
1640,47,3,488,341
1640,79,2,189,132
1641,78,1,222,155
1641,29,2,281,196
1642,77,1,184,128
1642,19,1,342,239
1642,17,2,259,181
1643,59,2,103,72
1644,34,2,264,184
1644,10,1,72,50
1644,11,3,320,224
1645,19,2,71,49
1645,62,1,458,320
1645,94,3,241,168
1645,72,1,374,261
1645,66,1,471,329
1646,17,2,147,102
1647,62,3,279,195
1647,81,3,114,79
1647,84,2,71,49
1647,35,3,345,241
1648,98,1,475,332
1648,87,1,400,280
1648,79,3,280,196
1648,18,3,305,213
1649,66,3,316,221
1649,43,3,479,335
1650,34,3,396,277
1650,1,3,263,184
1650,41,3,102,71
1651,7,3,185,129
1651,94,3,222,155
1651,20,1,184,128
1652,23,1,460,322
1653,6,3,277,193
1653,97,1,263,184
1653,45,2,207,144
1654,80,1,452,316
1654,3,1,156,109
1654,98,2,132,92
1654,38,1,405,283
1655,79,1,297,207
1655,85,2,156,109
1655,71,3,262,183
1656,8,3,364,254
1656,63,1,146,102
1656,64,1,132,92
1656,51,3,135,94
1657,60,3,123,86
1657,31,3,493,345
1657,88,1,437,305
1658,57,1,143,100
1659,57,3,224,156
1659,29,1,278,194
1660,33,3,350,244
1660,12,1,78,54
1661,31,1,352,246
1661,5,3,161,112
1661,67,2,79,55
1661,29,3,476,333
1662,79,3,316,221
1662,51,2,336,235
1663,91,2,122,85
1663,2,3,289,202
1664,80,3,197,137
1664,60,1,410,287
1664,91,3,315,220
1664,43,2,221,154
1664,35,1,437,305
1665,77,2,93,65
1665,69,2,176,123
1665,9,1,437,305
1665,67,3,193,135
1665,64,1,480,336
1666,54,3,374,261
1666,81,1,126,88
1666,30,3,456,319
1666,8,3,350,244
1666,81,1,72,50
1667,19,1,402,281
1667,3,2,177,123
1667,48,3,283,198
1668,9,2,305,213
1668,35,2,79,55
1668,69,3,66,46
1668,45,2,198,138
1669,2,1,277,193
1670,14,2,500,350
1670,45,3,230,161
1670,48,3,404,282
1670,49,1,407,284
1670,15,2,405,283
1671,20,1,440,308
1671,20,2,168,117
1671,52,3,495,346
1671,49,2,216,151
1671,24,2,404,282
1672,27,2,302,211
1672,72,2,382,267
1672,23,1,161,112
1672,64,3,288,201
1672,20,1,337,235
1673,6,1,374,261
1673,18,3,182,127
1673,92,2,302,211
1673,72,1,236,165
1674,69,1,341,238
1674,83,2,115,80
1674,47,1,82,57
1675,19,3,202,141
1675,8,2,297,207
1675,29,1,382,267
1675,9,1,124,86
1676,100,2,54,37
1677,75,3,447,312
1677,52,2,280,196
1677,78,2,90,62
1677,76,2,203,142
1677,36,1,393,275
1678,14,3,296,207
1679,20,2,254,177
1679,18,3,364,254
1680,45,1,486,340
1680,91,1,265,185
1681,5,1,473,331
1681,26,2,234,163
1681,75,2,317,221
1682,8,3,283,198
1682,54,1,230,161
1682,22,3,360,251
1683,46,1,321,224
1683,84,3,147,102
1683,22,3,488,341
1684,85,3,111,77
1684,72,3,133,93
1684,18,2,182,127
1684,49,2,284,198
1685,25,3,254,177
1685,44,2,143,100
1685,89,1,198,138
1685,6,3,332,232
1685,12,2,407,284
1686,47,1,347,242
1686,16,1,431,301
1687,24,1,110,77
1687,8,1,494,345
1688,27,2,348,243
1688,27,1,433,303
1688,20,2,408,285
1688,39,2,457,319
1688,30,2,407,284
1689,7,3,177,123
1690,44,1,154,107
1690,93,2,184,128
1691,78,1,245,171
1691,98,3,219,153
1691,92,3,244,170
1691,29,1,319,223
1692,38,1,312,218
1693,45,2,373,261
1693,34,2,454,317
1693,35,1,201,140
1694,97,3,365,255
1694,51,2,388,271
1694,91,1,60,42
1694,100,2,426,298
1695,12,2,232,162
1695,61,3,368,257
1696,58,1,172,120
1697,62,3,124,86
1697,5,3,77,53
1697,20,2,114,79
1698,35,3,333,233
1699,86,3,187,130
1699,44,3,484,338
1699,88,3,406,284
1699,22,3,388,271
1699,79,1,420,294
1700,28,1,346,242
1700,36,2,277,193
1701,13,1,500,350
1701,58,3,355,248
1702,90,1,164,114
1703,63,3,385,269
1703,97,1,318,222
1703,58,1,114,79
1703,65,1,364,254
1704,98,1,471,329
1704,98,3,476,333
1704,76,2,92,64
1705,69,2,124,86
1705,92,2,312,218
1705,78,1,445,311
1705,1,2,163,114
1706,88,1,64,44
1706,20,2,374,261
1706,46,2,308,215
1706,100,1,205,143
1707,27,3,94,65
1707,19,2,423,296
1708,53,2,79,55
1708,46,1,437,305
1708,46,2,378,264
1708,91,1,250,175
1709,31,3,283,198
1709,59,2,402,281
1710,23,1,225,157
1710,94,1,376,263
1710,63,3,356,249
1710,31,2,404,282
1711,12,3,374,261
1711,1,2,225,157
1711,78,1,215,150
1712,95,2,234,163
1712,36,3,458,320
1712,76,3,349,244
1712,30,1,248,173
1712,12,1,495,346
1713,13,3,362,253
1713,58,2,256,179
1714,24,2,92,64
1714,93,2,346,242
1714,25,1,338,236
1715,18,3,493,345
1715,44,3,151,105
1715,49,3,372,260
1716,20,3,467,326
1716,40,2,275,192
1717,98,1,66,46
1718,51,1,266,186
1718,21,1,498,348
1718,8,2,337,235
1718,39,1,432,302
1719,62,3,499,349
1719,1,2,439,307
1719,27,1,150,105
1719,82,1,164,114
1719,99,3,238,166
1720,96,1,310,217
1721,34,1,77,53
1721,60,3,395,276
1722,81,2,247,172
1722,67,3,130,91
1722,91,3,413,289
1722,81,3,435,304
1723,21,1,398,278
1723,69,2,159,111
1723,28,3,79,55
1724,57,3,317,221
1724,26,2,229,160
1725,56,2,226,158
1725,62,1,145,101
1726,45,1,492,344
1727,34,3,84,58
1728,72,2,456,319
1728,9,2,322,225
1729,64,3,107,74
1729,13,2,257,179
1729,28,1,204,142
1729,37,2,420,294
1730,28,1,481,336
1731,16,1,354,247
1731,86,2,390,273
1731,67,1,360,251
1732,60,3,78,54
1732,61,3,101,70
1732,16,3,302,211
1732,60,2,278,194
1732,18,1,319,223
1733,37,2,239,167
1734,2,1,178,124
1734,68,2,193,135
1734,44,1,223,156
1734,91,2,493,345
1734,50,2,204,142
1735,9,3,430,301
1735,9,2,350,244
1735,6,2,343,240
1735,61,1,167,116
1735,77,2,140,98
1736,79,1,86,60
1737,52,3,128,89
1737,78,3,397,277
1738,77,1,249,174
1738,79,3,68,47
1739,17,2,435,304
1740,22,3,427,298
1740,41,3,88,61
1740,81,3,264,184
1740,37,2,302,211
1741,25,1,197,137
1741,29,3,439,307
1741,2,1,264,184
1741,34,2,190,133
1742,13,3,323,226
1743,40,3,258,180
1744,87,1,87,60
1744,2,3,468,327
1744,17,2,267,186
1744,58,1,471,329
1744,92,2,82,57
1745,84,2,155,108
1746,45,1,115,80
1746,79,1,329,230
1747,19,3,327,228
1747,22,2,206,144
1747,32,3,79,55
1747,95,2,319,223
1748,12,2,448,313
1749,53,1,105,73
1749,81,3,416,291
1750,79,2,353,247
1751,29,2,330,230
1752,46,1,264,184
1752,4,3,137,95
1752,72,2,404,282
1753,82,3,63,44
1753,24,1,220,154
1753,51,3,255,178
1753,30,1,216,151
1754,86,3,475,332
1754,81,1,68,47
1754,94,1,219,153
1754,92,3,76,53
1754,89,1,254,177
1755,64,3,309,216
1755,89,2,148,103
1756,17,3,484,338
1756,33,3,455,318
1756,15,3,315,220
1756,80,2,431,301
1756,51,1,254,177
1757,22,2,150,105
1757,65,3,317,221
1757,13,1,175,122
1757,56,3,334,233
1757,13,1,117,81
1758,32,2,372,260
1758,76,2,332,232
1758,40,3,414,289
1758,89,1,199,139
1758,66,3,135,94
1759,41,3,135,94
1760,4,2,89,62
1760,41,2,350,244
1760,23,3,56,39
1761,68,3,253,177
1761,67,2,303,212
1761,5,3,122,85
1762,68,3,375,262
1762,80,3,139,97
1763,51,2,466,326
1763,45,3,436,305
1764,42,2,371,259
1764,95,1,110,77
1764,58,3,147,102
1765,44,2,174,121
1765,46,2,387,270
1765,67,2,183,128
1765,10,2,438,306
1766,78,3,267,186
1767,67,3,191,133
1767,68,1,206,144
1767,8,1,446,312
1768,47,3,295,206
1768,92,1,317,221
1768,58,3,245,171
1768,45,3,104,72
1768,28,2,383,268
1769,23,2,361,252
1769,69,1,150,105
1769,3,3,179,125
1769,27,1,249,174
1770,9,2,89,62
1771,75,1,229,160
1771,39,3,347,242
1771,24,2,300,210
1771,76,3,450,315
1771,97,3,266,186
1772,74,2,419,293
1772,99,2,408,285
1773,8,3,284,198
1773,31,3,293,205
1773,82,3,263,184
1773,52,1,286,200
1773,21,1,498,348
1774,36,1,111,77
1774,58,3,445,311
1775,92,1,307,214
1775,13,2,352,246
1776,70,3,495,346
1776,58,3,332,232
1776,31,2,93,65
1776,38,1,417,291
1776,57,3,371,259
1777,95,2,321,224
1777,3,3,135,94
1777,97,1,307,214
1777,82,2,452,316
1778,64,3,198,138
1779,14,2,367,256
1779,18,1,314,219
1779,44,1,438,306
1780,10,2,99,69
1780,64,1,129,90
1780,61,1,274,191
1780,7,3,194,135
1781,21,3,62,43
1781,19,3,102,71
1782,62,3,225,157
1782,8,1,447,312
1783,37,1,94,65
1783,99,1,450,315
1783,85,2,343,240
1783,96,2,120,84
1783,59,1,117,81
1784,5,2,111,77
1784,50,2,55,38
1784,18,2,407,284
1785,8,2,166,116
1785,19,3,191,133
1786,100,3,362,253
1786,92,3,408,285
1786,77,3,431,301
1786,55,3,263,184
1786,75,1,101,70
1787,95,2,116,81
1787,91,2,82,57
1787,69,3,498,348
1787,72,1,434,303
1788,10,3,55,38
1788,62,3,358,250
1788,93,1,311,217
1788,44,2,85,59
1789,12,2,463,324
1790,78,2,242,169
1790,73,2,201,140
1790,21,1,194,135
1790,57,2,463,324
1790,83,1,413,289
1791,30,1,440,308
1792,69,2,454,317
1792,75,3,398,278
1792,32,2,226,158
1792,52,2,128,89
1793,41,2,337,235
1793,93,1,376,263
1793,39,3,213,149
1793,58,3,433,303
1793,64,2,291,203
1794,79,2,58,40
1794,14,3,224,156
1795,77,3,110,77
1795,88,1,329,230
1796,42,3,94,65
1797,1,2,215,150
1797,5,1,340,237
1798,64,1,269,188
1798,10,1,244,170
1798,24,2,157,109
1798,13,2,360,251
1798,96,3,135,94
1799,72,2,308,215
1799,37,2,261,182
1800,40,3,252,176
1800,4,3,348,243
1800,28,2,449,314
1801,61,2,410,287
1801,33,2,411,287
1801,100,3,182,127
1801,86,3,270,189
1802,72,3,425,297
1802,23,1,327,228
1802,94,3,430,301
1803,4,1,348,243
1803,2,2,390,273
1803,89,2,294,205
1803,35,1,487,340
1803,39,1,443,310
1804,2,1,274,191
1804,69,1,266,186
1804,68,3,488,341
1804,86,3,164,114
1805,36,2,84,58
1805,5,1,450,315
1805,75,1,447,312
1805,88,2,128,89
1806,52,3,113,79
1806,32,1,417,291
1806,73,3,467,326
1807,31,3,201,140
1808,27,3,67,46
1808,92,1,376,263
1808,5,1,339,237
1808,66,2,177,123
1808,10,3,82,57
1809,64,3,291,203
1809,89,1,85,59
1809,100,1,279,195
1809,37,3,417,291
1810,60,3,246,172
1810,52,1,284,198
1811,7,2,467,326
1811,21,1,296,207
1811,62,1,485,339
1812,93,1,461,322
1813,93,1,339,237
1813,8,3,260,182
1813,23,3,344,240
1814,80,2,476,333
1814,63,1,72,50
1814,39,3,400,280
1814,81,1,225,157
1814,95,2,408,285
1815,87,3,375,262
1815,82,1,214,149
1815,27,3,245,171
1815,48,3,201,140
1815,56,1,422,295
1816,62,1,186,130
1816,53,1,260,182
1816,35,2,126,88
1816,99,2,329,230
1817,42,3,112,78
1817,24,2,456,319
1817,30,3,386,270
1817,83,3,334,233
1818,14,2,60,42
1818,21,2,500,350
1818,25,2,476,333
1819,44,3,191,133
1820,92,2,254,177
1820,84,2,174,121
1820,91,3,243,170
1820,95,2,364,254
1820,97,1,429,300
1821,5,1,249,174
1822,49,2,365,255
1822,76,3,330,230
1823,74,1,144,100
1823,15,3,174,121
1823,21,2,360,251
1824,90,1,194,135
1825,81,1,339,237
1825,90,1,149,104
1825,26,3,473,331
1825,28,1,460,322
1826,75,2,259,181
1826,24,3,469,328
1827,71,1,466,326
1828,85,3,449,314
1828,5,2,63,44
1828,10,2,472,330
1828,36,1,396,277
1828,2,3,463,324
1829,37,1,500,350
1829,36,3,173,121
1829,10,2,390,273
1829,94,3,420,294
1829,22,1,98,68
1830,21,3,250,175
1831,32,1,238,166
1831,50,3,449,314
1831,36,1,144,100
1831,79,2,400,280
1832,78,1,428,299
1832,54,1,241,168
1833,9,3,315,220
1833,72,1,352,246
1833,56,1,128,89
1833,68,1,125,87
1834,51,3,413,289
1834,55,3,464,324
1834,63,3,214,149
1834,90,2,452,316
1834,29,1,277,193
1835,55,2,167,116
1835,20,1,208,145
1835,42,1,449,314
1836,26,3,157,109
1836,59,1,103,72
1836,94,1,126,88
1836,73,3,111,77
1837,30,2,418,292
1838,46,2,297,207
1838,48,1,102,71
1838,5,1,283,198
1839,79,2,225,157
1839,79,2,206,144
1840,37,1,478,334
1840,56,2,81,56
1841,90,3,485,339
1842,90,3,397,277
1842,80,1,131,91
1842,91,1,281,196
1842,14,3,453,317
1843,73,2,212,148
1843,33,2,231,161
1843,86,2,160,112
1843,100,2,110,77
1844,54,3,360,251
1844,52,1,113,79
1845,77,1,468,327
1845,65,1,258,180
1846,27,1,377,263
1846,79,1,308,215
1847,18,3,98,68
1847,34,2,324,226
1848,5,2,188,131
1848,5,2,386,270
1849,12,1,88,61
1849,16,1,128,89
1849,68,2,292,204
1849,10,2,168,117
1850,59,1,445,311
1850,51,1,309,216
1850,79,2,184,128
1850,88,3,53,37
1850,59,1,382,267
1851,98,1,335,234
1851,4,2,323,226
1852,95,3,217,151
1852,49,2,99,69
1852,85,3,498,348
1852,67,3,271,189
1852,87,3,414,289
1853,97,2,212,148
1853,68,2,145,101
1853,45,1,175,122
1854,49,3,103,72
1854,73,1,430,301
1854,88,3,399,279
1855,78,2,189,132
1855,61,3,254,177
1855,81,2,499,349
1855,9,3,234,163
1856,64,1,396,277
1856,7,1,198,138
1856,65,3,245,171
1857,56,2,110,77
1858,48,2,468,327
1858,72,3,303,212
1859,92,1,116,81
1859,42,2,192,134
1859,24,2,232,162
1859,81,2,191,133
1860,42,1,80,56
1860,55,1,174,121
1860,92,1,256,179
1860,64,2,420,294
1861,69,1,251,175
1861,77,1,107,74
1861,56,2,307,214
1862,78,1,470,329
1862,4,1,63,44
1862,41,1,459,321
1862,93,2,201,140
1862,64,2,242,169
1863,7,2,288,201
1863,59,1,268,187
1864,72,3,392,274
1864,3,3,165,115
1865,5,1,487,340
1865,59,2,229,160
1865,74,3,110,77
1865,40,2,214,149
1865,76,2,180,125
1866,99,2,314,219
1867,81,2,401,280
1868,46,3,104,72
1868,68,3,340,237
1868,46,3,74,51
1868,49,2,476,333
1869,6,2,395,276
1869,84,2,440,308
1869,15,1,239,167
1869,33,2,493,345
1870,41,1,77,53
1870,44,2,106,74
1871,95,3,316,221
1872,37,3,412,288
1872,76,1,229,160
1872,62,3,253,177
1872,5,2,167,116
1873,55,1,236,165
1874,99,3,487,340
1875,52,1,215,150
1875,56,2,195,136
1875,32,1,413,289
1876,25,1,243,170
1876,8,1,467,326
1876,26,1,308,215
1876,86,2,83,58
1877,42,3,442,309
1877,63,3,436,305
1878,1,3,463,324
1878,59,2,86,60
1879,95,2,482,337
1879,97,1,415,290
1880,36,1,115,80
1880,32,1,226,158
1880,6,1,435,304
1880,63,3,484,338
1880,80,2,339,237
1881,55,3,467,326
1882,90,3,366,256
1882,20,3,189,132
1882,99,3,258,180
1882,56,2,377,263
1883,84,2,58,40
1883,6,2,489,342
1883,28,2,323,226
1883,38,1,153,107
1884,92,2,461,322
1884,80,2,226,158
1884,95,2,278,194
1884,45,2,274,191
1884,73,2,218,152
1885,69,1,138,96
1885,97,2,430,301
1885,12,1,194,135
1886,10,1,377,263
1886,78,1,99,69
1886,75,1,457,319
1886,21,1,481,336
1887,28,2,445,311
1887,5,2,384,268
1888,55,3,413,289
1888,8,1,54,37
1888,27,2,370,259
1888,47,1,448,313
1889,19,1,379,265
1889,35,1,132,92
1889,42,1,308,215
1889,64,3,203,142
1889,100,2,326,228
1890,69,2,321,224
1890,81,2,487,340
1890,61,3,157,109
1891,33,1,378,264
1891,44,3,164,114
1891,69,2,414,289
1892,61,2,52,36
1893,42,2,68,47
1893,94,2,188,131
1894,32,2,425,297
1894,91,2,366,256
1894,19,3,430,301
1894,82,1,267,186
1895,21,2,440,308
1896,50,3,352,246
1896,5,2,423,296
1896,91,2,215,150
1897,66,3,413,289
1897,64,3,278,194
1897,81,3,447,312
1897,47,2,347,242
1898,84,3,295,206
1898,28,3,56,39
1899,58,2,310,217
1899,60,2,387,270
1899,100,3,435,304
1899,51,1,123,86
1899,99,2,147,102
1900,89,1,260,182
1901,15,3,122,85
1901,79,1,86,60
1901,99,1,347,242
1901,56,2,78,54
1902,24,3,381,266
1902,63,3,207,144
1903,51,2,394,275
1903,1,2,194,135
1903,94,3,167,116
1904,1,2,247,172
1904,34,3,63,44
1904,9,2,257,179
1904,75,2,81,56
1905,45,2,290,203
1906,36,3,124,86
1907,53,3,108,75
1907,37,2,464,324
1907,59,2,446,312
1908,44,3,497,347
1908,70,1,252,176
1908,33,1,450,315
1908,52,2,57,39
1909,11,3,395,276
1909,13,1,63,44
1909,26,3,79,55
1909,54,3,275,192
1910,55,3,162,113
1911,97,1,228,159
1911,60,1,138,96
1911,35,3,59,41
1911,29,1,318,222
1911,37,2,173,121
1912,19,2,482,337
1912,45,1,438,306
1913,6,3,296,207
1913,14,2,317,221
1913,90,2,335,234
1913,65,2,216,151
1914,60,2,319,223
1914,43,2,350,244
1914,14,3,355,248
1914,26,3,452,316
1914,57,3,128,89
1915,100,1,164,114
1915,73,1,84,58
1915,22,2,421,294
1915,33,3,390,273
1916,40,3,121,84
1916,59,1,288,201
1916,33,2,155,108
1916,83,2,210,147
1917,44,3,179,125
1917,7,3,413,289
1917,29,2,342,239
1917,63,1,149,104
1917,36,1,80,56
1918,60,2,407,284
1918,53,1,441,308
1918,68,1,476,333
1918,45,1,431,301
1919,61,3,486,340
1919,61,1,316,221
1919,12,1,93,65
1919,7,2,183,128
1919,100,2,388,271
1920,30,1,318,222
1920,11,1,104,72
1920,90,2,139,97
1921,47,1,126,88
1922,68,3,279,195
1922,1,3,323,226
1922,50,1,271,189
1923,74,3,444,310
1923,91,1,79,55
1924,16,2,254,177
1924,87,2,323,226
1925,27,3,162,113
1926,83,3,237,165
1927,66,3,490,343
1928,59,3,65,45
1928,25,1,267,186
1929,89,2,203,142
1929,55,3,254,177
1929,31,1,178,124
1929,52,1,483,338
1930,34,1,285,199
1931,79,2,146,102
