customer_id,city_id,signup_date,age_group,customer_segment
706,1,2026-05-20,36-45,Occasional
707,3,2026-06-25,36-45,Frequent
708,4,2026-06-28,18-25,Premium
709,4,2026-04-08,36-45,At-Risk
710,5,2025-11-25,36-45,Occasional
711,2,2026-05-30,26-35,Premium
712,1,2025-10-20,46-60,Budget
713,1,2025-10-03,18-25,Premium
714,1,2026-04-27,18-25,At-Risk
715,2,2025-11-13,26-35,Frequent
716,3,2025-11-27,26-35,Occasional
717,5,2026-06-11,46-60,Budget
718,3,2026-02-08,26-35,At-Risk
719,1,2026-02-04,18-25,At-Risk
720,4,2025-10-24,26-35,At-Risk
721,3,2026-02-23,26-35,At-Risk
722,1,2026-08-08,18-25,Budget
723,2,2026-07-18,18-25,Occasional
724,5,2026-08-14,18-25,Premium
725,5,2025-10-22,26-35,At-Risk
726,4,2025-11-12,18-25,At-Risk
727,5,2026-01-29,26-35,Budget
728,2,2026-07-02,18-25,Occasional
729,1,2026-02-04,46-60,Occasional
730,2,2025-10-17,18-25,Premium
731,2,2025-10-05,26-35,Budget
732,5,2026-02-06,26-35,At-Risk
733,3,2025-12-29,36-45,At-Risk
734,3,2026-07-03,18-25,At-Risk
735,3,2025-09-18,18-25,Budget
736,3,2026-04-04,36-45,Premium
737,4,2026-08-09,46-60,At-Risk
738,1,2025-11-21,36-45,Premium
739,4,2026-08-05,26-35,At-Risk
740,2,2025-09-18,26-35,Premium
741,1,2026-05-30,18-25,Premium
742,5,2025-11-04,26-35,Premium
743,5,2026-03-04,36-45,Frequent
744,2,2026-04-17,18-25,Premium
745,2,2026-02-10,26-35,At-Risk
746,5,2026-08-06,26-35,Budget
747,4,2025-11-17,26-35,Frequent
748,2,2025-11-06,46-60,Premium
749,2,2025-10-08,46-60,Budget
750,2,2026-04-22,18-25,Budget
751,1,2026-02-27,36-45,Budget
752,5,2025-11-19,26-35,Budget
753,4,2026-07-26,46-60,Frequent
754,5,2025-11-29,26-35,Frequent
755,5,2026-06-29,18-25,Budget
756,2,2026-06-02,36-45,Occasional
757,2,2025-11-14,26-35,At-Risk
758,5,2026-03-20,46-60,Premium
759,5,2026-05-09,46-60,Budget
760,4,2026-02-02,26-35,At-Risk
761,4,2026-02-26,18-25,Budget
762,4,2026-03-23,46-60,At-Risk
763,2,2026-01-10,18-25,Premium
764,2,2025-09-26,26-35,At-Risk
765,2,2026-03-25,46-60,Budget
766,2,2026-01-09,18-25,At-Risk
767,5,2026-04-23,26-35,Occasional
768,1,2026-04-25,46-60,Occasional
769,4,2026-02-19,18-25,Budget
770,1,2025-12-08,46-60,At-Risk
771,5,2025-09-30,26-35,At-Risk
772,4,2026-07-12,18-25,At-Risk
773,4,2026-04-27,26-35,Occasional
774,2,2026-07-02,26-35,Occasional
775,1,2025-09-28,46-60,At-Risk
776,2,2026-05-11,18-25,Frequent
777,1,2026-04-23,26-35,Occasional
778,3,2026-06-21,36-45,Premium
779,4,2026-05-20,26-35,Frequent
780,5,2026-07-21,36-45,Occasional
781,2,2026-05-11,46-60,Premium
782,5,2026-01-10,36-45,Budget
783,3,2026-01-21,26-35,Premium
784,5,2026-02-21,26-35,Frequent
785,3,2025-10-04,46-60,Occasional
786,5,2026-07-28,26-35,Premium
787,5,2025-09-08,36-45,Budget
788,3,2026-01-19,26-35,Premium
789,2,2026-04-20,26-35,Budget
790,3,2025-08-28,18-25,Frequent
791,4,2025-11-10,18-25,Frequent
792,2,2026-08-10,18-25,At-Risk
793,3,2026-05-07,36-45,Premium
794,1,2025-09-02,46-60,Premium
795,5,2025-09-16,26-35,At-Risk
796,2,2025-10-09,46-60,Budget
797,1,2026-02-08,18-25,Budget
798,2,2025-10-24,36-45,Frequent
799,5,2026-03-17,18-25,Occasional
800,5,2025-08-25,18-25,Budget
801,4,2025-10-17,36-45,Occasional
802,2,2025-10-13,36-45,Premium
803,5,2026-07-10,18-25,Premium
804,5,2025-12-04,26-35,Occasional
805,2,2026-02-26,36-45,Frequent
806,4,2025-11-25,18-25,Occasional
807,1,2026-04-18,18-25,Occasional
808,4,2026-08-03,36-45,At-Risk
809,1,2025-08-28,36-45,Budget
810,5,2026-02-04,36-45,Occasional
811,1,2025-12-10,18-25,Frequent
812,2,2026-05-24,26-35,At-Risk
813,1,2025-11-23,36-45,Frequent
814,3,2026-01-28,18-25,Frequent
815,4,2026-01-11,36-45,At-Risk
816,1,2026-01-18,18-25,Occasional
817,5,2025-10-23,46-60,At-Risk
818,4,2026-05-16,18-25,At-Risk
819,5,2025-12-03,46-60,Occasional
820,1,2026-03-28,18-25,Premium
821,5,2025-10-05,26-35,Occasional
822,4,2026-06-09,18-25,Budget
823,1,2026-05-11,46-60,Budget
824,1,2026-03-31,46-60,Occasional
825,4,2025-11-30,26-35,Frequent
826,3,2025-08-31,26-35,Frequent
827,4,2026-02-13,46-60,Frequent
828,3,2026-06-23,26-35,Premium
829,3,2026-03-20,36-45,Frequent
830,5,2025-11-03,26-35,At-Risk
831,2,2025-11-10,36-45,Frequent
832,5,2026-05-15,46-60,At-Risk
833,4,2026-05-05,18-25,Frequent
834,3,2026-04-01,36-45,Premium
835,2,2026-05-17,18-25,Premium
836,3,2026-03-01,46-60,Budget
837,4,2025-09-25,26-35,Premium
838,1,2025-12-09,36-45,Budget
839,2,2026-03-30,36-45,Frequent
840,4,2026-02-21,26-35,Frequent
841,1,2025-10-19,46-60,Frequent
842,5,2025-11-12,46-60,Occasional
843,2,2025-11-26,36-45,Premium
844,5,2026-02-17,26-35,Frequent
845,2,2026-05-10,26-35,At-Risk
846,4,2026-02-25,46-60,Occasional
847,5,2026-04-29,18-25,Budget
848,5,2026-05-26,36-45,Premium
849,1,2026-07-24,46-60,Budget
850,4,2025-12-10,36-45,At-Risk
851,3,2026-07-13,46-60,Frequent
852,1,2026-06-17,26-35,Frequent
853,4,2025-09-19,18-25,Premium
854,1,2025-09-18,36-45,Premium
855,5,2026-02-12,18-25,Frequent
856,5,2026-04-22,36-45,Premium
857,3,2026-07-19,26-35,Occasional
858,1,2026-01-20,18-25,Premium
859,2,2026-05-14,36-45,Budget
860,3,2026-07-24,46-60,Occasional
861,2,2025-10-19,36-45,Budget
862,1,2026-07-28,18-25,Budget
863,5,2025-09-22,46-60,At-Risk
864,4,2026-04-13,26-35,Occasional
865,5,2025-10-15,46-60,Budget
866,1,2026-02-13,26-35,Occasional
867,5,2026-02-11,18-25,At-Risk
868,2,2025-12-15,18-25,At-Risk
869,2,2025-11-04,36-45,Premium
870,2,2026-02-13,26-35,At-Risk
871,3,2026-02-13,36-45,Premium
872,1,2025-09-27,46-60,Premium
873,4,2026-02-25,26-35,Frequent
874,4,2026-05-20,36-45,Occasional
875,4,2026-01-09,36-45,Occasional
876,5,2026-05-06,18-25,Premium
877,5,2025-12-26,26-35,Occasional
878,4,2026-02-26,26-35,Occasional
879,5,2026-02-11,18-25,Occasional
880,3,2026-06-04,18-25,Budget
881,1,2026-02-04,18-25,Premium
882,4,2025-10-01,18-25,Frequent
883,1,2025-10-12,18-25,Frequent
884,1,2026-05-06,46-60,At-Risk
885,4,2026-02-23,18-25,Budget
886,4,2026-06-27,36-45,Frequent
887,5,2026-08-07,26-35,At-Risk
888,1,2026-03-20,46-60,Frequent
889,5,2026-02-18,36-45,At-Risk
890,4,2025-11-11,18-25,Budget
891,5,2025-12-18,36-45,Premium
892,5,2026-02-01,18-25,At-Risk
893,4,2026-04-09,26-35,Occasional
894,4,2026-06-21,36-45,Frequent
895,3,2026-01-21,36-45,Budget
896,4,2026-06-25,26-35,Frequent
897,1,2026-02-24,36-45,Premium
898,1,2026-03-12,26-35,Frequent
899,1,2025-12-21,18-25,Budget
900,5,2026-07-15,26-35,Premium
901,4,2026-02-14,18-25,Budget
902,4,2025-10-10,46-60,Occasional
903,1,2025-11-22,26-35,Occasional
904,4,2025-12-13,26-35,Frequent
905,1,2025-12-14,36-45,At-Risk
906,3,2025-09-07,18-25,Frequent
907,2,2026-05-05,36-45,Budget
908,3,2026-06-13,18-25,Frequent
909,2,2026-07-07,46-60,Occasional
910,3,2025-11-08,26-35,Premium
911,5,2026-06-18,36-45,At-Risk
912,3,2026-05-01,18-25,Premium
913,2,2025-11-03,26-35,Budget
914,4,2026-03-05,46-60,Budget
915,3,2026-02-25,26-35,Occasional
916,5,2026-04-06,26-35,Occasional
917,2,2025-12-24,36-45,Budget
918,4,2025-10-30,18-25,Frequent
919,2,2026-05-16,46-60,Budget
920,3,2026-02-07,18-25,At-Risk
921,4,2025-12-01,18-25,Budget
922,5,2025-12-27,46-60,At-Risk
923,4,2025-11-06,46-60,Premium
924,5,2025-09-08,36-45,Premium
925,2,2026-06-05,36-45,Frequent
926,5,2025-09-27,18-25,Budget
927,4,2026-02-26,36-45,Budget
928,1,2026-05-25,46-60,Frequent
929,5,2026-04-28,36-45,At-Risk
930,3,2026-04-17,36-45,Premium
931,5,2026-07-30,46-60,Frequent
932,3,2026-01-25,36-45,Premium
933,5,2026-04-30,26-35,Budget
934,1,2026-06-11,46-60,Premium
935,2,2026-07-26,26-35,Occasional
936,2,2026-03-26,26-35,Premium
937,5,2026-03-22,26-35,Budget
938,1,2025-10-09,26-35,Occasional
939,1,2025-09-27,36-45,Budget
940,1,2026-02-02,18-25,Premium
941,3,2026-08-07,18-25,Premium
942,4,2025-09-10,18-25,Frequent
943,4,2026-04-15,46-60,Frequent
944,2,2025-10-07,26-35,At-Risk
945,5,2025-09-07,18-25,Occasional
946,5,2025-10-27,26-35,Occasional
947,1,2026-03-14,18-25,Premium
948,1,2025-11-09,18-25,Premium
949,2,2025-10-17,36-45,Budget
950,3,2025-10-05,46-60,Budget
951,3,2026-06-07,36-45,Occasional
952,5,2026-04-24,36-45,Frequent
953,2,2025-12-10,26-35,Frequent
954,4,2025-10-24,36-45,Occasional
955,2,2026-06-29,36-45,At-Risk
956,5,2025-12-21,18-25,Frequent
957,1,2025-11-23,36-45,Occasional
958,2,2026-02-22,26-35,Premium
959,2,2026-05-20,46-60,Premium
960,3,2026-01-29,18-25,Occasional
961,2,2025-10-05,18-25,At-Risk
962,5,2026-05-28,36-45,Premium
963,1,2026-08-05,26-35,At-Risk
964,3,2026-03-12,36-45,Frequent
965,2,2025-11-28,36-45,At-Risk
966,3,2025-11-24,26-35,Budget
967,1,2025-10-01,26-35,Budget
968,2,2025-09-08,46-60,At-Risk
969,4,2025-12-06,18-25,Budget
970,4,2025-10-11,18-25,Budget
971,4,2026-01-11,26-35,At-Risk
972,1,2026-07-29,18-25,Budget
973,4,2026-01-12,46-60,Frequent
974,4,2025-12-02,18-25,Frequent
975,5,2025-11-09,46-60,Occasional
976,3,2025-12-23,36-45,At-Risk
977,3,2026-08-05,46-60,Budget
978,4,2026-07-25,26-35,At-Risk
979,2,2026-07-03,18-25,At-Risk
980,1,2026-08-10,36-45,Premium
981,3,2026-01-26,36-45,Occasional
982,3,2026-03-29,18-25,Occasional
983,1,2026-04-16,18-25,Budget
984,2,2026-05-02,46-60,Frequent
985,5,2026-07-14,18-25,Budget
986,2,2026-08-12,36-45,Premium
987,5,2026-06-14,46-60,Budget
988,1,2026-08-09,26-35,Occasional
989,3,2025-08-27,18-25,At-Risk
990,4,2025-11-11,46-60,Budget
991,3,2026-06-22,36-45,At-Risk
992,3,2026-04-15,18-25,Occasional
993,3,2025-12-15,26-35,Premium
994,4,2026-04-11,18-25,Frequent
995,2,2026-01-08,46-60,Budget
996,3,2025-12-09,36-45,At-Risk
997,2,2026-05-19,36-45,Budget
998,3,2025-08-27,18-25,At-Risk
999,3,2026-07-11,46-60,Occasional
1000,4,2025-11-01,36-45,Occasional
